Matricule,Année,PriorityStrategique,Description,Ponderation,IndicateurResultat,Resultat,Commentaire
00182,2023,Performance Financière,,0,,0,
00182,2023,Performance Financière,,0,,0,
00182,2023,Performance Financière,,0,,0,
00182,2023,Responsabilité Sociétale d'Entreprise,Faire contribuer davantage le personnel dans la démarche RSE de l'entreprise,10,atteint si un pool de mentors / volontaires est formé au 30 septembre 2023 dans le cadre du programme Sesame,0,
00182,2023,Responsabilité Sociétale d'Entreprise,Taux de turnover inférieur à 6.7% pour l'entreprise Ravinala Airports,15,taux de turnover est inférieur ou égal à 6. 7% sur l'année 2023 (calcul entre le 1er janvier et le 31 décembre),0,
00182,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00182,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00183,2023,Robustesse Opérationnelle,Repect des délais et de la qualité attendue pour les livrables des services sous sa responsabilité,25,". Comptabilité mensuelle livrée sans erreur ou omission matérielle (ayant comme impact une variation de plus de 10% du résulat du mois) avant le 11 du mois N+1 et clôturée au plus tard le 15 dans 90% des cas
. Reporting mensuel sur les impôts & taxes (nouveau) envoyés avant le 20 du mois suivant à partir de Mai",0,
00183,2023,Robustesse Opérationnelle,Passage aux normes IFRS,40,"Comptes 2022 retraités aux normes IFRS et diffusables avant la fin de l'année
Analyse fonctionnelle du passage des IFRS sous X3 achevée à 75%",0,
00183,2023,Robustesse Opérationnelle,Collecte au comptant,10,". Amélioration du reporting parking et respect des périodes et fréquences d'envoi (hebdomadaire pour les données complètes et mensuelle avec les analyses qualitatives)
. Réduction des délais de levée des anomalies à 15% par rapport à 2022
. Reprise du parking fret avant la fin de l'année",0,
00183,2023,Robustesse Opérationnelle,,0,,0,
00183,2023,Performance Financière,Maîtrise du risque de pénalité fiscale,10,". Redressement effectif contrôle fiscal 2017-2019 inférieur à plus de 75% du montant exigé
. Evaluation du risque de redressement pour les exercices 2020 à 2022 et propositions de mesures de mitigation
. Pas de pénalité pour déclarations tardives",0,
00183,2023,Performance Financière,Amélioration de la collecte des revenus,10,". Baisse des créances impayées (+60 jrs) antérieures à 2023 de 25% (hors Air Mad et Sofitrans)
. Collection rate trimestrielle envoyé aux prêteurs (hors Air Mad) >= à 98%",0,
00183,2023,Performance Financière,Baisse des consommations papiers des service sous sa responsabilité,5,Baisse de 20%,0,
00183,2023,Performance Financière,,0,,0,
00183,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00183,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00183,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00183,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00186,2023,Robustesse Opérationnelle,Mettre en place un programme de contrôle qualité permettant d'assurer le contrôle et l'amélioration continue du SMI,30,"Tous les indicateurs ci-dessous sont remplis :
-Programme de contrôle qualité en place tenant compte des suivis mensuels à réaliser au niveau de chaque processus et incluant les tours qualité à réaliser chaque fin de mois au 30/04/2023 puis à jour au 30/09/2023
-Déploiement du programme",0,Programme de contrôle qualité en place et déployé
00186,2023,Robustesse Opérationnelle,Mettre en place un système de contrôle interne traitant les risques prioritaires de l'entreprise,20,"Atteint si tous les indicateurs ci-dessous sont remplis :
- formation trouvée et réalisée avant le 30/06/2023
- Système de contrôle interne en place avec la procédure de contrôle interne au 31/10/2023
- Risque prioritaires intégrés dans le programme de controle interne 024 au 30/11/2023",0,"Formation de contrôle interne ""Elaborer le dispositif de contrôle interne"" avec IFACI réalisée le 22 et 23/06/2023
Système de contrôle interne en cours de mis en place suite à la formation"
00186,2023,Robustesse Opérationnelle,,0,,0,
00186,2023,Robustesse Opérationnelle,,0,,0,
00186,2023,Performance Financière,Réaliser une économie de 5% sur les OPEX du budget 2023 de la DQRSE,20,L'économie réalisée est d'au moins 5% au 31/12/2023,0,
00186,2023,Performance Financière,,0,,0,
00186,2023,Performance Financière,,0,,0,
00186,2023,Performance Financière,,0,,0,
00186,2023,Responsabilité Sociétale d'Entreprise,Cloturer les réclamations suivant de délai défini dans le procédure de gestion des réclamations et suivre la mise en œuvre des actions correctives,30,Procédure de gestion des réclamations en place 31/047/23 et 100% des réclamations 2023 ont un plan d'action corrective en place suivant le délai défini et suivi mensuellement partiellement atteint si >=75% pas atteint <75%,0,"Procédure de gestion des réclamation en place et déployée, suivi à perfectionner"
00186,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00186,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00186,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00195,2023,Robustesse Opérationnelle,Repect des délais et de la qualité attendue pour les livrables des services sous sa responsabilité,20,. Comptabilité mensuelle livrée sans erreur ou omission matérielle (ayant comme impact une variation de plus de 10% du résulat du mois) avant le 11 du mois N+1 et clôturée au plus tard le 15 dans 90% des cas,0,
00195,2023,Robustesse Opérationnelle,Poursuite de la digitalisation de la fonction finance et des gains d'efficacité et de sécurité associés,20,"Développement des outils informatiques: 
. Clients aéronautiques éligibles passés sur IATA: 30/09/2023 et facturation BSP Madagascar Airlines avant le 31/12/2023 

Suggestions pour harmonisations des outils informatiques, simplifications des procedures de validation et renforcement des controles via l'utilisation des nouvelles technologies",0,
00195,2023,Robustesse Opérationnelle,,0,,0,
00195,2023,Robustesse Opérationnelle,,0,,0,
00195,2023,Performance Financière,Amélioration de la collecte des revenus,50,". Baisse des créances impayées (+60 jrs) antérieures à 2023 de 25% (hors Air Mad et Sofitrans)
. Collection rate trimestrielle envoyé aux prêteurs (hors Air Mad) >= à 98%",0,
00195,2023,Performance Financière,,0,,0,
00195,2023,Performance Financière,,0,,0,
00195,2023,Performance Financière,,0,,0,
00195,2023,Responsabilité Sociétale d'Entreprise,Baisse des consommations papiers des service sous sa responsabilité,10,Baisse de 20% en papier par rapport à l'année 2022,0,
00195,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00195,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00195,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00198,2023,Robustesse Opérationnelle,DISPONIBILITE DES SAISONNIERS ET DES PROGRAMMES DE VOLS,15,"- LE SAISONNIER DISPONIBLE ET INTEGRE DANS INFOPAX A SAISON -1mois
- LA FEX TRANSMISE AUX PARTIES INTERESSEES A J-1 AVEC LES INFORMATIONS MISES A JOUR DE TOUS LES VOLS (REGULIERS ET IRREGULIERS) QUI OPERERONT SUR TNR",0,
00198,2023,Robustesse Opérationnelle,ALLOCATION OPTIMALE DES RESSOURCES PRIMAIRES ET SECONDAIRES,15,"- POSITIONNEMENT DES AVIONS REGULIERS EN CONTACT ET FAUX CONTACT
- REPARTITION DES BANQUES D'ENREGISTREMENT SUIVANT LES CRITERES DEFINIS DANS LES STANDARDS IATA",0,
00198,2023,Robustesse Opérationnelle,DISPONIBILITE DES RAPPORTS PERIODIQUES,10,"TRANSMISSION DES ETATS PERIODIQUES SUIVANT LES DEADLINES FIXES:
- j-1 -> POUR LA FEX JOURNALIER
- A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION
- J7 -> FEX HEBDO DE LA SEMAINE QUI SUIT
- FIN DE VACATION DE J7 DE LA SEMAINE OBSERVEE -> RAPPORT HEDBO
- 20 DU MOIS EN COURS -> PROGRAMME ACTUALISE DES VOLS ET ALLOCATION POUR LE MOIS SUIVANT",0,
00198,2023,Robustesse Opérationnelle,DISPONIBILITE DES INFORMATIONS DE PONCTUALITE,10,TOUS LES VOLS RETARDES AU DEPART SONT ASSOCIES A UN CODE RETARD DANS INFOPAX.,0,
00198,2023,Performance Financière,FIABILITE DES DONNEES DU TRAFIC REALISE,15,"LES DONNEES PAX, FRET ET LES MOUVEMENTS AVIONS SONT RENSEIGNES DANS INFOPAX CONFORMEMENT AUX MVT ET LDM .",0,
00198,2023,Performance Financière,OPTIMISATION DE L'UTILISATION DES RESSOURCES,15,TAUX D'UTILISATION HEBDOMADAIRE DES RESSOURCES,0,
00198,2023,Performance Financière,,0,,0,
00198,2023,Performance Financière,,0,,0,
00198,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DES FLIGHT INFORMATIONS DISPLAY SYSTEM (FIDS) **,10,AFFICHAGE DES INFORMATIONS DE DEPART DE VOLS,0,
00198,2023,Responsabilité Sociétale d'Entreprise,DISPONIBILITE DU PLANNING DE ROTATION MENSUEL DE L'EQUIPE SLOT,10,PLANNING DE ROTATION MENSUEL A JOUR,0,
00198,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00198,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00199,2023,Robustesse Opérationnelle,"Avoir des infrastructures propres (TC, TB, TRM, PKG)",20,atteint si évaluation moyenne mensuelle SPM supérieure à 7/10,0,
00199,2023,Robustesse Opérationnelle,Structuration et suivi des informations opérationnelles,35,"atteint si:
- une fiche de suivi disponible et à jour pour chaque activité; 
- disponibilité d'un tableau de service mensuel M+1; 
- moins de trois réclamations/ semaine pour le rapport journalier",0,
00199,2023,Robustesse Opérationnelle,OTP 15 mn,10,atteint si supérieur ou égal à 85%,0,
00199,2023,Robustesse Opérationnelle,,0,,0,
00199,2023,Performance Financière,"Réaliser le contrôle de la disponibilité des informations (arrivée, départ, salle d'embarquement)",25,atteint si taux de disponibilité de l'information supérieur à 94%(Rapport de qualité de service - Indicateurs de performance - item 6 et 7),0,
00199,2023,Performance Financière,,0,,0,
00199,2023,Performance Financière,,0,,0,
00199,2023,Performance Financière,,0,,0,
00199,2023,Responsabilité Sociétale d'Entreprise,Atteinte des seuils pour les indicateurs ASQ,10,atteint si évaluation de 5 items supérieure à la note 4,0,
00199,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00199,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00199,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00200,2023,Robustesse Opérationnelle,DISPONIBILITE DES SAISONNIERS ET DES PROGRAMMES DE VOLS,15,"- LE SAISONNIER DISPONIBLE ET INTEGRE DANS INFOPAX A SAISON -1mois
- LA FEX TRANSMISE AUX PARTIES INTERESSEES A J-1 AVEC LES INFORMATIONS MISES A JOUR DE TOUS LES VOLS (REGULIERS ET IRREGULIERS) QUI OPERERONT SUR TNR",0,
00200,2023,Robustesse Opérationnelle,ALLOCATION OPTIMALE DES RESSOURCES PRIMAIRES ET SECONDAIRES,15,"- POSITIONNEMENT DES AVIONS REGULIERS EN CONTACT ET FAUX CONTACT
- REPARTITION DES BANQUES D'ENREGISTREMENT SUIVANT LES CRITERES DEFINIS DANS LES STANDARDS IATA",0,
00200,2023,Robustesse Opérationnelle,DISPONIBILITE DES RAPPORTS PERIODIQUES,10,"TRANSMISSION DES ETATS PERIODIQUES SUIVANT LES DEADLINES FIXES:
- j-1 -> POUR LA FEX JOURNALIER
- A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION
- J7 -> FEX HEBDO DE LA SEMAINE QUI SUIT
- FIN DE VACATION DE J7 DE LA SEMAINE OBSERVEE -> RAPPORT HEDBO
- 20 DU MOIS EN COURS -> PROGRAMME ACTUALISE DES VOLS ET ALLOCATION POUR LE MOIS SUIVANT",0,
00200,2023,Robustesse Opérationnelle,DISPONIBILITE DES INFORMATIONS DE PONCTUALITE,10,TOUS LES VOLS RETARDES AU DEPART SONT ASSOCIES A UN CODE RETARD DANS INFOPAX.,0,
00200,2023,Performance Financière,FIABILITE DES DONNEES DU TRAFIC REALISE,15,"LES DONNEES PAX, FRET ET LES MOUVEMENTS AVIONS SONT RENSEIGNES DANS INFOPAX CONFORMEMENT AUX MVT ET LDM .",0,
00200,2023,Performance Financière,OPTIMISATION DE L'UTILISATION DES RESSOURCES,15,TAUX D'UTILISATION HEBDOMADAIRE DES RESSOURCES,0,
00200,2023,Performance Financière,,0,,0,
00200,2023,Performance Financière,,0,,0,
00200,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DES FLIGHT INFORMATIONS DISPLAY SYSTEM (FIDS) **,10,AFFICHAGE DES INFORMATIONS DE DEPART DE VOLS,0,
00200,2023,Responsabilité Sociétale d'Entreprise,DISPONIBILITE DU PLANNING DE ROTATION MENSUEL DE L'EQUIPE SLOT,10,PLANNING DE ROTATION MENSUEL A JOUR,0,
00200,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00200,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00202,2023,Robustesse Opérationnelle,Fluidité/rapidité des opérations ou travaux nécessitant un accés en ZSAR,10,atteint si Demande d'acces fait à temps et pas de réclamation,0,
00202,2023,Robustesse Opérationnelle,Bonne gestion des ressources,15,atteint si bonne coordination avec le SLOT et pas de reclamation de la part des compagnies aériennes,0,
00202,2023,Robustesse Opérationnelle,"Assurer la véracité des enregistrements tel que les les divers rapports, suivi liste des documents",20,atteint si Documents à jour dans le dossier partage et sur les classeurs,0,
00202,2023,Robustesse Opérationnelle,Fluidité des informations,10,"atteint si le CDT est informé à temps et que les informations, événements sont enregistrés",0,
00202,2023,Performance Financière,Bonne gestion du carburant,20,atteint si baisse de la consommation par rapport à 2022,0,
00202,2023,Performance Financière,Equilibrage des effectifs et des activités,15,atteint si baisse d'heure supplementaire pour les agents et disponibilité suivant le programme de vol,0,
00202,2023,Performance Financière,,0,,0,
00202,2023,Performance Financière,,0,,0,
00202,2023,Responsabilité Sociétale d'Entreprise,Taux de satsiafaction ASQ,5,Progression à la note de 4 pour 5 items ASQ communs à la DOP,0,
00202,2023,Responsabilité Sociétale d'Entreprise,Augmentation du taux de motivation avec Best place to work,5,validation des indicateurs via best place to work avec l augmentation du taux de motivation et de salariés engagés .,0,
00202,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00202,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00205,2023,Robustesse Opérationnelle,DISPONIBILITE DES SAISONNIERS ET DES PROGRAMMES DE VOLS,15,"- LE SAISONNIER DISPONIBLE ET INTEGRE DANS INFOPAX A SAISON -1mois
- LA FEX TRANSMISE AUX PARTIES INTERESSEES A J-1 AVEC LES INFORMATIONS MISES A JOUR DE TOUS LES VOLS (REGULIERS ET IRREGULIERS) QUI OPERERONT SUR TNR",0,
00205,2023,Robustesse Opérationnelle,ALLOCATION OPTIMALE DES RESSOURCES PRIMAIRES ET SECONDAIRES,15,"- POSITIONNEMENT DES AVIONS REGULIERS EN CONTACT ET FAUX CONTACT
- REPARTITION DES BANQUES D'ENREGISTREMENT SUIVANT LES CRITERES DEFINIS DANS LES STANDARDS IATA",0,
00205,2023,Robustesse Opérationnelle,DISPONIBILITE DES RAPPORTS PERIODIQUES,10,"TRANSMISSION DES ETATS PERIODIQUES SUIVANT LES DEADLINES FIXES:
- j-1 -> POUR LA FEX JOURNALIER
- A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION
- J7 -> FEX HEBDO DE LA SEMAINE QUI SUIT
- FIN DE VACATION DE J7 DE LA SEMAINE OBSERVEE -> RAPPORT HEDBO
- 20 DU MOIS EN COURS -> PROGRAMME ACTUALISE DES VOLS ET ALLOCATION POUR LE MOIS SUIVANT",0,
00205,2023,Robustesse Opérationnelle,DISPONIBILITE DES INFORMATIONS DE PONCTUALITE,10,TOUS LES VOLS RETARDES AU DEPART SONT ASSOCIES A UN CODE RETARD DANS INFOPAX.,0,
00205,2023,Performance Financière,FIABILITE DES DONNEES DU TRAFIC REALISE,15,"LES DONNEES PAX, FRET ET LES MOUVEMENTS AVIONS SONT RENSEIGNES DANS INFOPAX CONFORMEMENT AUX MVT ET LDM .",0,
00205,2023,Performance Financière,OPTIMISATION DE L'UTILISATION DES RESSOURCES,15,TAUX D'UTILISATION HEBDOMADAIRE DES RESSOURCES,0,
00205,2023,Performance Financière,,0,,0,
00205,2023,Performance Financière,,0,,0,
00205,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DES FLIGHT INFORMATIONS DISPLAY SYSTEM (FIDS) **,10,AFFICHAGE DES INFORMATIONS DE DEPART DE VOLS,0,
00205,2023,Responsabilité Sociétale d'Entreprise,DISPONIBILITE DU PLANNING DE ROTATION MENSUEL DE L'EQUIPE SLOT,10,PLANNING DE ROTATION MENSUEL A JOUR,0,
00205,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00205,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00206,2023,Robustesse Opérationnelle,Validation du plan d’urgence à NOS,10,Atteint si présente un compte rendu sur l'exercice général du plan d'urgence à NOS,0,
00206,2023,Robustesse Opérationnelle,Elaborer un système de gestion des incidents sûreté,20,Atteint si Rédaction du Manuel de la Sûreté de Ravinala Airports. Octobre 2023,0,
00206,2023,Robustesse Opérationnelle,Refonte du manuel du plan d’urgence,15,Atteint si présente un livret de toutes les fiches reflexes pour chaque collaborateur Ravinala Airports pour chaque situation d'urgence. Novembre 2023,0,
00206,2023,Robustesse Opérationnelle,Structurer les veilles règlementaires et mise à disposition de l'ensemble de la documentation,5,"Atteint si présente un format facile à exploiter pour une bibilothèque structurée, actualisée pour la DOP. Fin juillet.",0,
00206,2023,Performance Financière,Atteinte d'un EBITDA de 12 000 000 euros,20,commun entreprise,0,
00206,2023,Performance Financière,,0,,0,
00206,2023,Performance Financière,,0,,0,
00206,2023,Performance Financière,,0,,0,
00206,2023,Responsabilité Sociétale d'Entreprise,Réduction du niveau d'incursion,10,Diminution et action corrective pour atteindre 0 incursion sur le second semestre 2023 (juin dec),0,
00206,2023,Responsabilité Sociétale d'Entreprise,"Communication : comment communiquer sur l’activité du SGS : rôle et mission , base documentaire , indicateurs .",10,Atteint si présente les activités du SGS sur un support de 5 slides maximum Début Septembre 2023,0,
00206,2023,Responsabilité Sociétale d'Entreprise,Organisation de Vie ma vie,10,Atteint si Mise en place de Vie ma vie. Fin Août 2023,0,
00206,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00208,2023,Robustesse Opérationnelle,Repect des délais et assure la fiabilité des informations pour le reporting mensuel,25,Clôture mensuelle livrée avant le 11 du mois m+1,0,
00208,2023,Robustesse Opérationnelle,Pilotage du projet de facturation des redevances frets sur X3,40,Ralisation du projet,0,
00208,2023,Robustesse Opérationnelle,Collecte au comptant,10,". Amélioration du reporting parking et respect des périodes et fréquences d'envoi (hebdomadaire pour les données complètes et mensuelle avec les analyses qualitatives)
. Réduction des délais de levée des anomalies à 15% par rapport à 2022",0,
00208,2023,Robustesse Opérationnelle,,0,,0,
00208,2023,Performance Financière,Sécurisé la recolte de recettes parking et fret,10,Baisse les riques de perte,0,
00208,2023,Performance Financière,Optimisation de l'utilisation des fournitures et consommables informatiques,10,Respect du budget,0,
00208,2023,Performance Financière,,0,,0,
00208,2023,Performance Financière,,0,,0,
00208,2023,Responsabilité Sociétale d'Entreprise,Baisse des consommations papiers,5,Baisse de 20% en papier par rapport à l'année 2022,0,
00208,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00208,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00208,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00217,2023,Robustesse Opérationnelle,"L’amélioration de l’expérience utilisateurs :
Actualiser le parc informatique RVNL avec le dernier système d'exploitation recent",20,Debuter la migration Win11 pour cette année et atteindre le 25% du parc,0,24% D'atteinte
00217,2023,Robustesse Opérationnelle,"La transformation digitale: 
Amelioration du confort des passagers suivant les resultats l'ASQ",20,"Atteint si:
Changement de scope
Charging Station : Scope DT
FIDS Extérieur : Strategy d'implementation 31/08
FIDS Intérieur : Info tranverse TA/TB/TC 30/09
- Les salles d'embarquement disposent des prises ""Charging Station""
- Amelioration de la visibilité des informations dans l'aeroport (FIDS)",0,"FIDS SASS Strat OK: travaux en cours
FIDS Douane Start OK : Travaux en cours
FIDS TB au TC : OK"
00217,2023,Robustesse Opérationnelle,"Cyber securité:
Lever les failles identifier lors des audits sur l'aspec RSE
Lever les failles identifier lors des audits sur l'aspec RSE
Lever les failles identifier lors des audits sur l'aspec RSE",20,"Affecter à chaque actif inventorié, un propriétaire qui devra en être garant de la protection",0,"Inventaire GLPI OK
KPI : et suivi : à affiner
KPI : et suivi : à affiner"
00217,2023,Robustesse Opérationnelle,,0,,0,
00217,2023,Performance Financière,Reduire le cout d'impression,10,"Atteint si:
 - Partager les rapports des impressions mensuels de Ravinala (intranet)
 - Impressions 2023 seront réduites de 10% par rapport à celle 2022",0,"Courbes descendante : sur la bonne voie
Courbe des impression descendu"
00217,2023,Performance Financière,"Reduire le cout de projet amelioration ASQ:
Gain par rapport aux reventes des matériels qui sont plus utilisés
Gain par rapport aux reventes des matériels qui ne sont plus utilisés",10,"Atteint si:
 -Optimiser les informations sur FIDS du TC et TB
 - Achat TV minimiser ou zero",0,"Imprimante EPSON 
E-laharana : vente matériel
Imprimante prévu pour don 
DQRSE
PC : Pièces de rechanges"
00217,2023,Performance Financière,,0,,0,
00217,2023,Performance Financière,,0,,0,
00217,2023,Responsabilité Sociétale d'Entreprise,Avoir une liste des matériels en fin de vie pour donation,20,"Inventaire GLPI : A jour 09/08
Mise en zone tampon
Suivi préstatire",0,"DIS : OK
Pour les matériels : A voir"
00217,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00217,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00217,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00221,2023,Robustesse Opérationnelle,"DISPONIBILITE DES DIVERS EQUIPEMENTS
OPTIMISATION DES OUVERTURES ET FERMETURES DES EQUIPEMENTS D'ACCES",10,"RAPPORT D'ACTIVATION ET DES DESACTIVATION DES EQUIPEMENTS DIVERS
DISPONIBILITES DES INFORMATIONS SUR L'UTILISATION DES EQUIPEMENTS D'ACCES",0,
00221,2023,Robustesse Opérationnelle,"COORDINATION DES ACTIVITES ENTRE LES ENTITES EXTERNES, LES ORGANES INTERNES, CAS D'ANOMALIES",10,RAPPORTS D'ENREGISTREMENT DES TICKETS,0,
00221,2023,Robustesse Opérationnelle,DISPONIBILITE DES RAPPORTS PERIODIQUES,10,"DISPONIBILITE DES ETATS PERIODIQUES SUIVANT LES DEADLINES FIXES:
- A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION
- FIN DE VACATION DE J7 DE LA SEMAINE OBSERVEE -> RAPPORT HEDBO",0,
00221,2023,Robustesse Opérationnelle,"SUPERVISION, SURVEILLANCE, GESTION DES DONNEES DU CCTV
FLUIDITE DES TRAITEMENTS DES PAX (ARRIVEE ET DEPART)",20,"DISPONIBILITES DES DONNEES D'EXTRACTION ET DE VISIONNAGE à j+3
DISPONIBILITE DES INFORMATIONS SUR LES TEMPS DE TRAITEMENTS ET D'ATTENTE DES PAX A CHAQUE FIN DE VACATION -> RAPPORT FIN DE VACATION",0,
00221,2023,Performance Financière,DISPONIBILITE DES INFORMATIONS ET SUIVI DES UTILISATIONS DES DIVERS EQUIPEMENTS MIS A DISPOSITION PAR RAVINALA,15,RAPPORT DE FIN DE VACATION,0,
00221,2023,Performance Financière,DISPONIBILITE DES INFORMATIONS ET SUIVI DES TEMPS D'UTILISATION DES BANQUES D'ENREGISTREMENT,15,COMPTE RENDU D'UTILISATION DES BANQUES D'ENREGISTREMENTS VALIDES (TNR) PAR LES COMPAGNIES AERIENNES ET TRANSMIS AU SERVICE FACTURATION,0,
00221,2023,Performance Financière,,0,,0,
00221,2023,Performance Financière,,0,,0,
00221,2023,Responsabilité Sociétale d'Entreprise,SUPERVISION DU FIRST BAG LAST BAG (FBLB)**,10,MISE EN MARCHE DU FBLB ET GESTION DES INFORMATIONS DE LIV. BAG. PAR L'AOCC,0,
00221,2023,Responsabilité Sociétale d'Entreprise,DISPONIBILITE DU PLANNING DE ROTATION MENSUEL DE L'EQUIPE COORDO AOCC,10,PLANNING DE ROTATION MENSUEL TOUS LES 20 DU MOIS,0,
00221,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00221,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00222,2023,Robustesse Opérationnelle,Améliorer la satisfaction des passagers en obtenant au moins 5 items ASQ au-dessus de 4.00 (au total 11 items parmi category scores et ASQ indexes),20,100% de l'objectif atteint si au moins 5 items ASQ sont au-dessus de 4.00 au Q4 2023,0,
00222,2023,Robustesse Opérationnelle,Accompagner les directions DOP et DT dans l'élaboration de la cartographie des risques opérationnels et techniques,10,"atteint si :
- Cartographie des risques opérationnels et techniques établies au 15/09
- Plan d'action pour faire face aux risques disponible au 15/09
- Les évolutions possibles de la cartographie des risques macro sont disponibles au 30/11",0,
00222,2023,Robustesse Opérationnelle,Mettre en œuvre le contrôle qualité et le contrôle interne,10,"atteint si :
- Programme de contrôle qualité défini au 30/06 puis mis en œuvre selon le planning établi
- Le mode de fonctionnement du contrôle interne défini au 31/12",0,
00222,2023,Robustesse Opérationnelle,,0,,0,
00222,2023,Performance Financière,Objectif de performance financière commun aux membres du CODIR,30,"Atteinte d'un EBITDA 2023 de 12,000,000 EUR pour un taux de change à 4700 MGA ou 11,000,000 EUR pour un taux de change à 4500 MGA, après retraitement/neutralisation du coût des éventuels incentives 
100% de l'objectif atteint si l'EBITDA de l'exercice 2023 est supérieur ou égal aux seuils ci-avant après retraitement/neutralisation du coût des éventuels incentives",0,
00222,2023,Performance Financière,,0,,0,
00222,2023,Performance Financière,,0,,0,
00222,2023,Performance Financière,,0,,0,
00222,2023,Responsabilité Sociétale d'Entreprise,Améliorer les impacts RSE en terme de mécénat,20,"atteint si :
- Appel à projets selon la charte mécénat réalisé au 30/06 et dépenses du budget mécénat utilisé à 100% pour les communautés
- Présentation du projet et du rétroplanning de constitution au CA du 26/05 et effectivité de la fondation et apport de fonds au 31/12",0,
00222,2023,Responsabilité Sociétale d'Entreprise,Définir le Plan d'actions pour atteindre ACA 2 et ACA 3 en 2025,10,"atteint si :
- Plan d'action ACA 2 et ACA 3 défini au 31/07
- 100% du Plan d'action ACA 2 et ACA 3 prévu en 2023 réalisé au 31/12",0,
00222,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00222,2023,Responsabilité Sociétale d'Entreprise,,0,,0,
00226,2023,Robustesse Opérationnelle,"Limiter le nombre d'ASR reçu de la part des compagnies à 04 par site en 2023
Mise à jour des procédures opérationnelles, identification et mise en conformité du matériel nécessaire au bon déroulement de l'opérationcôté piste (après mission TSA ADP)",20,"ASR<à 4 par site en 2023 (responsabilité de RA)
100% des procédures Airside mises à jour (septembre 2023)
Matériels identifiés et plan de remplacement disponible (décembre 2023)",0,
00226,2023,Robustesse Opérationnelle,"Proposer un plan d'action pour diminuer les impacts aviaires
Réduire le délai de réactivité de la DT pour les problèmes relevés et suivi des délais",20,"Listing des solutions techniques existantes (fin mai)
Solutions identifiées et plan d'action disponible (fin juin)
Mise en place d'une liste de stock minimum d'équipements et accessoires DT (septembre 2023)
Procédure de gestion des incidents validés avec la DT (fin juin 2023)
Proposition sur le plan du chemin de ronde idéal vs réaliste vs actuel (fin juin)",0,
00226,2023,Robustesse Opérationnelle,Proposer un reporting de piste COMMUN tnr nos,5,Rapport adapté et disponible (décembre 2023),0,
00226,2023,Robustesse Opérationnelle,Redéfinir le chemin de ronde sur l'aéroport de TNR,10,Proposition sur plan du chemin de ronde idéal vs réaliste vs actuel (fin octobre),0,
00226,2023,Performance Financière,Augmentation de l'Ebitda général de l'entreprise,10,Ebitda de 12 000 000 euros,0,
00226,2023,Performance Financière,Pénalité de deversement,10,Proposition d'un suivi sur le nombre de deversement meme minime en ZEC,0,
00226,2023,Performance Financière,,0,,0,
00226,2023,Performance Financière,,0,,0,
00226,2023,Responsabilité Sociétale d'Entreprise,"Rechercher une meilleure approche de gestion de la végétation dans le site (intégration de la communauté environnante pour la coupe et/ou enlèvement, brulage controlé, essai d'espèces rampantes etc.)",20,Mise à niveau 1er octobre et maintien du site en conformité Novembre avec la réglementation 3 l'intérieur de la cloture,0,
